scheme_name,scheme_link,state,category,description
Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Assistance of Interest Subsidy,https://www.myscheme.gov.in/schemes/agsmais,Gujarat,Business & Entrepreneurship,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets."
Scheme for Financial Assistance to Integrated Logistics Facilities: Interest Subsidy,https://www.myscheme.gov.in/schemes/sfailfis,Gujarat,Business & Entrepreneurship,"The ""Scheme for Financial Assistance to Integrated Logistics Facilities"" under the Gujarat Integrated Logistics and Logistics Park Policy, provides financial support to private developers for creating logistics facilities and parks with the necessary infrastructure and services."
Scheme of Assistance for Common Environment Infrastructure: Common Boiler Project by SPV Constituted by Minimum 10 MSMEs,https://www.myscheme.gov.in/schemes/saceicbspv,Gujarat,Business & Entrepreneurship,"The scheme ""Scheme of Assistance for Common Environment Infrastructure"" under the Gujarat Industrial Policy aims to provide incentives for environmental compliance to ensure long-term economic and ecological balance."
Scheme of Assistance for Common Environment Infrastructure: Financial Assistance for Common Environmental Infrastructure Facilities,https://www.myscheme.gov.in/schemes/saceieif,Gujarat,"Business & Entrepreneurship, Agriculture,Rural & Environment","The scheme ""Scheme of Assistance for Common Environment Infrastructure"" under the Gujarat Industrial Policy aims to provide incentives for environmental compliance to ensure long-term economic and ecological balance."
Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to Special Entrepreneurship Degree Approach Training with 360 Promoters/ with Mentoring Support and Sustenance Allowance for Entrepreneurs,https://www.myscheme.gov.in/schemes/bauuyseat,Gujarat,"Business & Entrepreneurship, Skills & Employment","The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive."
Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Power Connection Charges,https://www.myscheme.gov.in/schemes/bauuyapcc,Gujarat,Business & Entrepreneurship,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive."
Gujarat Textile Policy: Capital Subsidy,https://www.myscheme.gov.in/schemes/gtccs,Gujarat,Business & Entrepreneurship,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State."
Gujarat Textile Policy: Assistance for Technology Acquisition,https://www.myscheme.gov.in/schemes/gtpata,Gujarat,Business & Entrepreneurship,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State."
Gujarat Textile Policy: Payroll Assistance (Fiscal Incentives to Labour Intensive Unit),https://www.myscheme.gov.in/schemes/gtcpaliu,Gujarat,Business & Entrepreneurship,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State."
Gujarat Textile Policy: Power Tariff Subsidy (Fiscal Incentives to Labour Intensive Unit),https://www.myscheme.gov.in/schemes/gtcptsliu,Gujarat,Business & Entrepreneurship,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State."
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Rehabilitation of Sick Enterprises",https://www.myscheme.gov.in/schemes/samsmerse,Gujarat,Business & Entrepreneurship,"The ""Scheme for Assistance to Micro, Small and Medium Enterprises (MSME)"" launched by the Industries and Mines Department aims to position Gujarat as a global business hub, promoting sustainable manufacturing, MSME growth, and export competitiveness."
Gujarat Textile Policy: Assistance to SHG for Job Work,https://www.myscheme.gov.in/schemes/gtpasjw,Gujarat,Business & Entrepreneurship,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State."
Package for strengthening to sugar co-operatives as may be policy decided by the State Government,https://www.myscheme.gov.in/schemes/pfssco,Gujarat,"Agriculture,Rural & Environment","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to support sugar co-operatives by providing financial assistance for modernization, diversification, organic fertilizer production to enhance sugarcane farming and the sugar industry."
To Increase Fish Seed Production and Inland Fisheries Equipment in Non-Tribal Areas,https://www.myscheme.gov.in/schemes/ifsifnta,Gujarat,"Agriculture,Rural & Environment","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to enhance fish seed production and promote inland fisheries in non-tribal areas."
Assistance to Scheduled Castes for Fisheries,https://www.myscheme.gov.in/schemes/ifspta,Gujarat,"Agriculture,Rural & Environment","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to enhance fish production and provide employment opportunities to Scheduled Caste (SC) individuals engaged in inland fisheries."
Scheme to Provide Assistance to Processing Units in State Market Committees,https://www.myscheme.gov.in/schemes/apapusmc,Gujarat,"Agriculture,Rural & Environment","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to support market committees in Gujarat by providing financial assistance for the establishment of processing units."
"Incentive Assistance to Scheduled Caste Farmers to Increase the Area, Production and Productivity of Sugarcane Farming",https://www.myscheme.gov.in/schemes/iascasf,Gujarat,"Agriculture,Rural & Environment","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to SC farmers to increase sugarcane production and productivity through quality seeds, modern farming practices, and agricultural mechanization."
Construction of Dudhghar/ Godown (Scheduled Caste Area),https://www.myscheme.gov.in/schemes/cdgsca,Gujarat,"Agriculture,Rural & Environment","The scheme ""Construction of Dudhghar/ Godown (Scheduled Caste Area)"" provides financial assistance for the construction of Dudhghar (milk storage unit) and Godown (cattle feed storage) for Village Milk Producer Co-operative Societies in Scheduled Caste areas of Gujarat."
"Fodder Development Scheme For Gram Panchayat, Gaushala And Panjarpol Having Gauchar Land",https://www.myscheme.gov.in/schemes/fdsgpgp,Gujarat,"Agriculture,Rural & Environment",This scheme provides financial assistance for the development and improvement of gauchar (pasture) land to promote green fodder cultivation and ensure better health and productivity of cattle.
Nalanda Award,https://www.myscheme.gov.in/schemes/nag,Gujarat,Social welfare & Empowerment,"The ""Nalanda Award"" implemented by the Social Justice and Empowerment Department, Gujarat, recognizes organizations for exceptional work in the field of social welfare, particularly for the socially and educationally disadvantaged sections."
Incentive Scheme for Establishment of New Super Specialty Hospital in Private Sector,https://www.myscheme.gov.in/schemes/isensshps,Gujarat,"Transport & Infrastructure, Health & Wellness","The scheme offers financial incentives (capital subsidy, interest subvention, and electricity duty reimbursement) to private/NGO entities establishing new super specialty hospitals (50+ beds) in Gujarat, targeting underserved areas."
COP-37 (General Area) 50% Capital Subsidy Scheme for Project of Taluka & District Co-op. Purchase Sale Union,https://www.myscheme.gov.in/schemes/cssptdcp,Gujarat,"Agriculture,Rural & Environment","The scheme aims to financially strengthen cooperative purchase and sale unions through 50% capital subsidy for project development such as procurement, processing, marketing, and storage activities."
Scheduled Castes Unsalaried Credit Co-operative Society and Credit and Supply Co-operative Scheme for Providing Managerial Assistance and Computer–Furniture to the Society,https://www.myscheme.gov.in/schemes/scuccocsc,Gujarat,"Agriculture,Rural & Environment",The scheme aims to uplift Scheduled Castes by providing managerial salary and computer–furniture assistance to eligible cooperative societies.
Scheme for Granting Assistance to Processing Units in APMC (General Area),https://www.myscheme.gov.in/schemes/sgapug,Gujarat,"Agriculture,Rural & Environment",The scheme aims to promote agro-processing and value addition by providing capital investment assistance to private entrepreneurs operating in regulated APMC areas (general zones).
Assistance to Scheduled Castes for Fisheries: Boat Net Gujarat,https://www.myscheme.gov.in/schemes/ascfbnguj,Gujarat,"Agriculture,Rural & Environment","The scheme aims to assist boat nets, which are provided to Scheduled Caste (SC) fishermen and fish farmers, to increase fish production by rearing fish in reservoirs and providing employment to SC individuals involved in inland fisheries."
Assistance to Scheduled Castes for Fisheries: Scheme For Fish Sale Equipment - Gujarat,https://www.myscheme.gov.in/schemes/ascfseguj,Gujarat,"Agriculture,Rural & Environment","The scheme aims to increase fish production and provide employment to Scheduled Caste (SC) individuals engaged in inland fisheries. Through this scheme, financial assistance is provided for purchasing fish sale equipment to SC fish farmers and fishermen."
Assistance to Scheduled Castes for Fisheries: Fish Seed Stocking - Gujarat,https://www.myscheme.gov.in/schemes/ascffsguj,Gujarat,"Agriculture,Rural & Environment",The scheme aims to increase fish production by rearing fish in reservoirs and provide employment to Schedule Caste (SC) people involved in inland fisheries activities.
Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Backyard Ornamental Fish Rearing Unit - Gujarat,https://www.myscheme.gov.in/schemes/pmmsybofrguj,Gujarat,"Agriculture,Rural & Environment","The scheme aims to promote the rearing of ornamental fish and accelerate inland fish farming activities in freshwater bodies, also increase inland fish production. The scheme also employs people involved in inland fisheries activities."
Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Large Biofloc Establishment Culture System - Gujarat,https://www.myscheme.gov.in/schemes/pmmsylbeguj,Gujarat,"Agriculture,Rural & Environment","The scheme aims to increase fish production by rearing fish in reservoirs, provide employment to people involved in inland fisheries activities, accelerate inland fish farming activities in freshwater bodies, and boost inland fisheries."
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Interest Subsidy (Service Sector)",https://www.myscheme.gov.in/schemes/samsmeisss,Gujarat,Business & Entrepreneurship,"The ""Scheme for Assistance to Micro, Small and Medium Enterprises (MSME)"" launched by the Industries and Mines Department aims to position Gujarat as a global business hub, promoting sustainable manufacturing, MSME growth, and export competitiveness."
Training for Horticulture Skill Development for Self-Employment at Centre of Excellence,https://www.myscheme.gov.in/schemes/thsdse,Gujarat,Skills & Employment,"The scheme ""Training for Horticulture Skill Development for Self-Employment at Centre of Excellence "" is aimed at promoting self-employment opportunities across all communities in Gujarat through practical and theoretical learning at the Centre of Excellence."
NEW SWARNIMA (Gopalak Nigam),https://www.myscheme.gov.in/schemes/nssggvn,Gujarat,"Business & Entrepreneurship, Social welfare & Empowerment, Women and Child","Self-employment loan scheme for Rabari and Bharwad women in Gujarat, offering up to ₹2 lakh at 5% annual interest to promote economic independence."
Scheme of Financial Assistance to New Writers of Gujarati Language and Literature for Publishing Original Works of Creative and Fine Literature,https://www.myscheme.gov.in/schemes/sfanwgl,Gujarat,Sports & Culture,The scheme aims to financially support new writers in the Gujarati language who wish to publish original works of creative and literary merit.
Best Book Award,https://www.myscheme.gov.in/schemes/bba,Gujarat,Sports & Culture,"The scheme ""Best Book Award"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to promote literary excellence by providing cash awards, certificates, and shields to authors of outstanding books published in Gujarat."
MICRO FINANCE (Gopalak Nigam),https://www.myscheme.gov.in/schemes/msggvn,Gujarat,"Business & Entrepreneurship, Social welfare & Empowerment",Micro-loan scheme for Rabari and Bharwad caste entrepreneurs in Gujarat. Provides up to ₹1.25 lakh loan at 5% interest with only 5% beneficiary contribution.
Scheme to Provide Monthly Financial Assistance to Elderly and Eligible Writers,https://www.myscheme.gov.in/schemes/spmfaeew,Gujarat,Sports & Culture,The scheme aims to support senior writers facing financial hardship by offering monthly assistance to those who have made notable contributions to Gujarati or associated language literature.
Scheme to Provide Financial Assistance for Translation of Scholarly Works,https://www.myscheme.gov.in/schemes/sfatsw,Gujarat,Sports & Culture,The scheme aims to encourage cultural exchange and literary development by providing financial assistance for translating high-quality literary and research works between Gujarati and other Indian languages.
Art Exhibition Assistance in the State,https://www.myscheme.gov.in/schemes/aeaits,Gujarat,Sports & Culture,"The scheme ""Art Exhibition Assistance in the State"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to promote visual arts by supporting local artists through financial assistance."
Assistance to Women for Trainer and Coaches Training Course,https://www.myscheme.gov.in/schemes/atwtctc,Gujarat,Sports & Culture,"The scheme “Assistance to Women for Trainer and Coaches Training Course” by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to encourage women's participation in sports by providing financial assistance for diploma courses in sports education."
Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to MSME Manufacturing Sector Participation in the Exhibition (National and International),https://www.myscheme.gov.in/schemes/bauuyammpe,Gujarat,Business & Entrepreneurship,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive."
Coaching Help Scheme,https://www.myscheme.gov.in/schemes/chs,Gujarat,"Education & Learning, Social welfare & Empowerment","The ""Coaching Help Scheme"" provides financial support to non-reserved category students pursuing science in Standard-11 and Standard-12 by covering additional tuition costs."
Dattopant Thengadi Artisan Interest Subsidy Scheme,https://www.myscheme.gov.in/schemes/dtaiss,Gujarat,Business & Entrepreneurship,"The scheme aims to provide financial assistance and low-interest capital to Handloom & Handicraft artisans for business development. It offers loans up to ₹1,00,000/-, along with Margin Money Subsidy (20-25%) and a 7% Interest Subsidy, benefiting registered artisans of Cottage industries in Gujarat."
Free Cycles to SC Girl Students Studying in Standard IX (Sarasvati Sadhna Yojana),https://www.myscheme.gov.in/schemes/fcscgsssixssy,Gujarat,"Social welfare & Empowerment, Women and Child","The “Free Cycles to SC girl students studying in Standard IX” scheme is administered by the Directorate of Scheduled Caste Welfare, Department of Social Justice & Empowerment, Government of Gujarat. Under this scheme, free bicycles are given to scheduled caste girl students who are studying in Stand"
Scheme to Provide Financial Assistance for the Production and Publication of Excellent Original Children's Literature,https://www.myscheme.gov.in/schemes/stpfapcl,Gujarat,Sports & Culture,"The scheme aims to promote high-quality literary works for children by providing financial support to Gujarati authors for publishing original, unpublished children's books that contribute to cultural and moral development."
100% Penalty Mafi Yojana,https://www.myscheme.gov.in/schemes/1pmy,Gujarat,"Housing & Shelter, Utility & Sanitation",The scheme aims to provide financial relief to beneficiaries of the Gujarat Housing Board and Slum Clearance Cell who have pending installment dues by offering a complete waiver of penalty amounts. It benefits tenants and property allottees by waiving 100% penalties on arrears if paid by 31st March.
Assistance for Area Expansion of Spice Crops,https://www.myscheme.gov.in/schemes/afaesp,Gujarat,"Agriculture,Rural & Environment","The scheme provides financial assistance to farmers for the area expansion of spice crops, including seed and rhizomatic spices, to enhance spice production in Gujarat."
Assistance Program for Expansion of Fruit Crop Cultivation,https://www.myscheme.gov.in/schemes/apfefcc,Gujarat,"Agriculture,Rural & Environment","The scheme provides financial assistance to farmers in Gujarat for expanding fruit crop cultivation like mango, banana, papaya, etc., through intensive and ultra-intensive farming methods."
Cluster Development Scheme,https://www.myscheme.gov.in/schemes/cds-g,Gujarat,"Skills & Employment, Business & Entrepreneurship","The scheme aims to enhance the productivity and competitiveness as well as capacity building of Micro and Small Enterprises through cluster development approach. It provides various assistance including training, subsidies, and marketing facilities to clusters of 25 or more artisans."
Crop Input Subsidy to the Farmers for Crop Loss Due to Natural Calamities,https://www.myscheme.gov.in/schemes/cisfnc,Gujarat,"Agriculture,Rural & Environment","The scheme provides financial assistance to farmers in Gujarat who suffer crop losses due to natural calamities, based on crop damage surveys conducted by the district administration."
Capital Subsidy Scheme for Setting Up Solar Plant in Milk Cooperatives in Gujarat State (Tribal Area),https://www.myscheme.gov.in/schemes/csssspg,Gujarat,"Agriculture,Rural & Environment","The scheme aims to promote renewable energy and reduce electricity expenses. Through this scheme, a 75% subsidy is provided for setting up solar plants (1KW to 40KW) in milk cooperative societies in tribal areas."
Foreign Study Loan Scheme (GUEEDC),https://www.myscheme.gov.in/schemes/fsls,Gujarat,"Education & Learning, Social welfare & Empowerment","Loan scheme offering up to ₹15 lakh at 4% simple interest to unreserved category students for MBBS, PG, or equivalent courses abroad with flexible collateral and repayment conditions."
Manav Garima Yojna SCW (EBC),https://www.myscheme.gov.in/schemes/manavgarimaguj,Gujarat,Social welfare & Empowerment,The scheme aims to assist the economically backward class in becoming self-employed through the distribution of business tool-kits that help them establish small-scale ventures and earn a sustainable livelihood.
Micro Finance (GBCDC),https://www.myscheme.gov.in/schemes/mfgbcdc,Gujarat,"Banking,Financial Services and Insurance, Social welfare & Empowerment","The scheme aims to create self-employment for the backwards class men. Through this scheme, low interest rates and financial help are provided to the backwards class men."
Mukhya Mantri Agricultural Mechanization Scheme,https://www.myscheme.gov.in/schemes/mmams,Gujarat,"Agriculture,Rural & Environment","The ""Mukhya Mantri Agricultural Mechanization Scheme"" launched by the Agriculture, Farmers Welfare and Cooperation Department, offers financial assistance ranging from ₹1,200/- to ₹11,00,000/- to farmers in Gujarat for purchasing agricultural machinery and farm equipment."
Planting Assistance Program for Hybrid Seeds of Vegetable Crops,https://www.myscheme.gov.in/schemes/paphsvc,Gujarat,"Agriculture,Rural & Environment",This scheme offers financial assistance to farmers for the plantation of hybrid seeds and promotion of natural farming in vegetable crops across Gujarat.
Scheme for the Award of Scholarship for the Under Graduate Meritorious Students of Various Faculties of Junagadh Agricultural University,https://www.myscheme.gov.in/schemes/sfasugjau,Gujarat,Education & Learning,"The ""Scheme for the Award of Scholarship for the Under Graduate Meritorious Students of Various Faculties of Junagadh Agricultural University"" provides monthly scholarships to students pursuing Under Graduate in various faculties at Junagadh Agricultural University."
Scheme to Provide Electric Scooter to Disabled Person,https://www.myscheme.gov.in/schemes/spesdp,Gujarat,Social welfare & Empowerment,"The ""Scheme to Provide Electric Scooter to Disabled Person"" provides financial assistance of up to ₹25,000 for the purchase of electric scooters to eligible persons with orthopedic disabilities."
Scheme on Promotion of Use of Liquid Fermented Organic Manure (LFOM) for Increasing Organic Carbon in Soil,https://www.myscheme.gov.in/schemes/splfom,Gujarat,"Agriculture,Rural & Environment","The ""Scheme on Promotion of Use of Liquid Fermented Organic Manure (LFOM) for Increasing Organic Carbon in Soil"" offers financial assistance to promote the use of Liquid Fermented Organic Manure (LFOM) and enhance organic carbon levels in soil."
To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Fish Seed Rearing - Gujarat,https://www.myscheme.gov.in/schemes/tifsptfsrguj,Gujarat,"Agriculture,Rural & Environment",The scheme aims to increase fish production by rearing fish in reservoirs and provide employment to people involved in inland fisheries activities.
Uniform Assistance for Scheduled Tribe Students,https://www.myscheme.gov.in/schemes/uafsts,Gujarat,"Education & Learning, Social welfare & Empowerment","The scheme ""Uniform Assistance for Scheduled Tribe Students"" by the Social Justice and Empowerment Department, Gujarat, provides ₹900/- for three pairs of uniforms to ST students in government and aided primary schools studying in Classes 1 to 8."
Gujarat State Electric Vehicle Policy,https://www.myscheme.gov.in/schemes/gsevp,Gujarat,"Transport & Infrastructure, Agriculture,Rural & Environment",The policy aims to transition Gujarat's transportation sector towards electric mobility and establish the state as a manufacturing hub for electric vehicles. It provides subsidies for electric vehicle purchases and charging infrastructure development to promote sustainable transportation.
Halpati Housing Scheme,https://www.myscheme.gov.in/schemes/hhs,Gujarat,Housing & Shelter,"Under this scheme, ₹1,20,000 financial assistance is provided for self-constructed houses in rural south Gujarat to support housing needs of Halpati (Talaviya, Nayaka) caste members included in Scheduled Tribes."
Loan For Commercial Pilot Training,https://www.myscheme.gov.in/schemes/lfcpt,Gujarat,Skills & Employment,"The scheme aims to offer affordable loans of up to ₹25,00,000 at a 4% annual interest rate to tribal students who want to pursue pilot training."
Loans to Tribal Students for Higher Studies Abroad,https://www.myscheme.gov.in/schemes/ltshsa,Gujarat,"Education & Learning, Banking,Financial Services and Insurance","The scheme's purpose is to offer financial assistance to tribal students for higher education abroad. It provides a loan of up to ₹15,00,000 at a 4% annual interest rate."
Mukhyamantri Gyansetu Merit Scholarship Yojana,https://www.myscheme.gov.in/schemes/mmgmy,Gujarat,Education & Learning,"This scheme introduced by the Education Department, Government of Gujarat, aims to support meritorious students by providing scholarships from Class 6th to Class 12th in selected schools."
NAMO Shree Scheme,https://www.myscheme.gov.in/schemes/nss-g,Gujarat,Health & Wellness,"The scheme aims to ensure proper nutritional support to pregnant women and lactating mothers and encourage institutional deliveries. It provides financial assistance of ₹12,000/- to eligible women beneficiaries covering expenses from conception to delivery."
Project Sankalp,https://www.myscheme.gov.in/schemes/ps-g,Gujarat,Skills & Employment,"The scheme aims to provide industry-led vocational skilling to enhance youth employability and meet industry demand for skilled manpower. It offers sector-specific training, apprenticeship, and employment opportunities, benefiting youth with better job prospects."
Silicosis Financial Assistance Scheme,https://www.myscheme.gov.in/schemes/sfas,Gujarat,"Health & Wellness, Social welfare & Empowerment","The scheme aims to provide financial assistance to heirs of workers engaged in Akik occupation who died due to silicosis disease. It benefits the families of deceased workers with monetary compensation of ₹1,00,000/- as support for occupational disease-related deaths."
Scheme for assistance for Start Ups/ Innovation: Assistance to Enroll and Participate for Acceleration Program,https://www.myscheme.gov.in/schemes/sfasiepap,Gujarat,Business & Entrepreneurship,"The ""Scheme for Assistance for Start Ups/ Innovation"" under the Gujarat Industrial Policy, aims to drive economic growth by generating jobs, fostering competition, and introducing next-gen solutions."
Scheme for assistance for Start Ups/ Innovation: Pre- Series A Funding,https://www.myscheme.gov.in/schemes/sfasipsf,Gujarat,Business & Entrepreneurship,"The ""Scheme for Assistance for Start Ups/ Innovation"" under the Gujarat Industrial Policy, aims to drive economic growth by generating jobs, fostering competition, and introducing next-gen solutions."
Scheme for assistance for Start Ups/ Innovation: Sustenance Allowance,https://www.myscheme.gov.in/schemes/sfasisa,Gujarat,Business & Entrepreneurship,"The ""Scheme for Assistance for Start Ups/ Innovation"" under the Gujarat Industrial Policy, aims to drive economic growth by generating jobs, fostering competition, and introducing next-gen solutions."
Scheme for assistance for Start Ups/ Innovation: Assistance for Skill Development,https://www.myscheme.gov.in/schemes/sfasisd,Gujarat,"Business & Entrepreneurship, Skills & Employment","The ""Scheme for Assistance for Start Ups/ Innovation"" under the Gujarat Industrial Policy, aims to drive economic growth by generating jobs, fostering competition, and introducing next-gen solutions."
Scheme for assistance for Start Ups/ Innovation: Seed Support,https://www.myscheme.gov.in/schemes/sfasiss,Gujarat,Business & Entrepreneurship,"The ""Scheme for Assistance for Start Ups/ Innovation"" under the Gujarat Industrial Policy, aims to drive economic growth by generating jobs, fostering competition, and introducing next-gen solutions."
Scheme or assistance for Start Ups/ Innovation: Assistance to Startups having a Significant Impact on Society,https://www.myscheme.gov.in/schemes/sfasisssis,Gujarat,Business & Entrepreneurship,"The ""Scheme for Assistance for Start Ups/ Innovation"" under the Gujarat Industrial Policy, aims to drive economic growth by generating jobs, fostering competition, and introducing next-gen solutions."
Subsidy For Battery Operated Three-Wheelers,https://www.myscheme.gov.in/schemes/sfbothw,Gujarat,"Agriculture,Rural & Environment","This scheme is introduced by the Climate Change Department, Gujarat, aims to promote the adoption of eco-friendly vehicles by providing a subsidy on the purchase of battery-operated three-wheelers."
Subsidy for Battery Operated 2-Wheelers,https://www.myscheme.gov.in/schemes/sfbotw,Gujarat,"Agriculture,Rural & Environment","This scheme is introduced by the Climate Change Department, Gujarat, aims to promote renewable energy and clean transportation by providing a subsidy to students for the purchase of battery-operated two-wheelers from authorized manufacturers."
Assistance for Exhibitions Abroad and Out of State,https://www.myscheme.gov.in/schemes/aeaos,Gujarat,Sports & Culture,"The scheme aims to promote fine arts by providing financial assistance of up to ₹1,00,000 to artists from Gujarat for organizing art exhibitions abroad and in other states of India."
Financial Assistance for Scaling Mount Everest and Other Inaccessible Mountains of the World,https://www.myscheme.gov.in/schemes/fasmeimw,Gujarat,Sports & Culture,"The scheme ""Financial Assistance for Scaling Mount Everest and Other Inaccessible Mountains of the World"" aims to promote mountaineering by providing financial aid to successful climbers, including up to ₹15,00,000 for those who scale Mt. Everest."
Free Medical Assistance (Gujarat),https://www.myscheme.gov.in/schemes/fmaguj,Gujarat,Health & Wellness,"The scheme aims to provide financial assistance for expensive medical treatments to Scheduled Tribe individuals. Through this scheme, monetary aid is provided to Scheduled Tribe individuals suffering from various diseases and for serious maternity cases and anaemia in women."
Foreign Study Loan,https://www.myscheme.gov.in/schemes/fsl,Gujarat,"Education & Learning, Banking,Financial Services and Insurance","The scheme aims to provide financial assistance to students from non-reserved categories for pursuing higher studies abroad in medical and post-graduation courses. It offers loans up to ₹15,00,000/- at 4% simple interest per annum to eligible students."
Gaurav Puraskar Award,https://www.myscheme.gov.in/schemes/gpag,Gujarat,Sports & Culture,"The scheme ""Gaurav Puraskar Award"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat, aims to honour artistes for their significant achievements in music, dance, drama, and folk art by providing a cash award, trophy, and appreciation letter."
Jyoti Gramodyog Vikas Yojana,https://www.myscheme.gov.in/schemes/jgvy,Gujarat,"Business & Entrepreneurship, Social welfare & Empowerment","The scheme provides margin money subsidies (25–30%) for new rural industrial projects (₹1,00,000/- to 25,00,000/-) to artisans, entrepreneurs, and SHGs, leveraging a 24-hour electricity supply in villages. Beneficiaries must be aged 25–50 years with a Class 10th education."
Micro Finance Scheme (GNDTDC),https://www.myscheme.gov.in/schemes/mfgntdnt,Gujarat,"Banking,Financial Services and Insurance, Business & Entrepreneurship","The scheme promotes self-employment among Nomadic and Denotified Tribes by offering loan up to ₹1,25,000 at a concessional interest rate to help start small-scale businesses or enterprises."
Mission for Integrated Horticulture Development (MIDH),https://www.myscheme.gov.in/schemes/mfihdg,Gujarat,"Agriculture,Rural & Environment","The scheme ""Mission for Integrated Horticulture Development (MIDH)"" is a centrally sponsored scheme that aims to promote growth in the horticulture sector through financial and technical support to farmers for cultivation, post-harvest management, and market linkage development."
Mahila Samriddhi Yojana (for women only) GNTDNT,https://www.myscheme.gov.in/schemes/msygntdnt,Gujarat,"Business & Entrepreneurship, Women and Child","The scheme aims to create self-employment for women of nomadic and denotified castes and support women entrepreneurs doing independent business. Through this scheme, microfinance is provided to women beneficiaries to pursue a business/occupation of their choice."
New Akanksha Scheme (Higher Education Loan) (GGDC),https://www.myscheme.gov.in/schemes/newakankshaggvn,Gujarat,"Banking,Financial Services and Insurance, Education & Learning","This scheme provides educational loans of up to ₹15.00 lakh to students belonging to the Rabari and Bharwad castes from socially and educationally backward classes for pursuing higher professional courses such as medical, dental, engineering, pharmacy, etc."
New Swarnima Yojana for Women (GTKVN),https://www.myscheme.gov.in/schemes/nsygtkdc,Gujarat,"Banking,Financial Services and Insurance, Business & Entrepreneurship, Women and Child","The scheme aims to promote economic upliftment of women from Thakor & Koli communities living below poverty line by supporting them in self-employment ventures. Under this scheme, 100% financial support up to ₹1,00,000/- is provided to eligible women for starting a business/trade of their choice."
New Swarnim Yojana (for women only) GNTDNT,https://www.myscheme.gov.in/schemes/nsywgntdnt,Gujarat,"Business & Entrepreneurship, Women and Child","The scheme aims to achieve economic upliftment by providing self-employment with dignity. Through this scheme, loans for self-employment at an annual interest rate are provided to women beneficiaries of nomadic and denotified castes living below the poverty line."
Pashupalan (GBCDC),https://www.myscheme.gov.in/schemes/pashupalangbcdc,Gujarat,"Agriculture,Rural & Environment, Banking,Financial Services and Insurance",The scheme aims to provide an amount for animal husbandry activities. Low-interest loans are provided to Pashu Palaks.
Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Establishment of Back-Yard Mini RAS Unit Gujarat,https://www.myscheme.gov.in/schemes/pmmsyebymguj,Gujarat,"Agriculture,Rural & Environment",The scheme aims to enhance inland fish production and create employment. It provides subsidies to eligible beneficiaries for fish hatchery and RAS unit establishment.
Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Establishment of Large RAS Culture System Gujarat,https://www.myscheme.gov.in/schemes/pmmsyelrasguj,Gujarat,"Agriculture,Rural & Environment","The scheme provides financial assistance for various inland fisheries activities, including the establishment of large Recirculating Aquaculture Systems (RAS), and is provided to individuals, societies, self-help groups, associations, reservoir leaseholders, and private entities."
